,Tri_grams,Frequency
2674,"('N_NN', 'RP_INJ', 'N_NNP')",1
2675,"('PSP', 'N_NNP', 'PSP')",1
2676,"('PSP', 'RD_PUNC', 'RP_RPD')",1
2677,"('N_NNP', 'V_VM_VF', 'N_NN')",1
2678,"('V_VM_VF', 'N_NN', 'RB')",1
2679,"('RD_UNK', 'N_NNP', 'N_NN')",1
2680,"('RD_PUNC', 'CC_CCS', 'QT_QTF')",1
2681,"('CC_CCS', 'QT_QTF', 'N_NN')",1
2682,"('V_VM_VF', 'N_NNP', 'N_NN')",1
2683,"('RP_INTF', 'V_VM_VNF', 'DM_DMD')",1
2684,"('V_VM_VF', 'N_NNP', 'JJ')",1
2685,"('JJ', 'N_NNP', 'PSP')",1
2686,"('V_VM_VNF', 'V_VM_VF', 'RP_RPD')",1
2687,"('V_VM_VF', 'RP_RPD', 'RD_PUNC')",1
2688,"('PR_PRP', 'RP_INTF', 'QT_QTF')",1
2689,"('RP_INTF', 'QT_QTF', 'N_NST')",1
2690,"('QT_QTF', 'N_NST', 'JJ')",1
2691,"('N_NST', 'N_NNP', 'JJ')",1
2692,"('N_NNP', 'RP_RPD', 'N_NNP')",1
2693,"('RP_RPD', 'N_NNP', 'CC_CCD')",1
2694,"('N_NNP', 'CC_CCD', 'QT_QTF')",1
2695,"('N_NST', 'QT_QTC', 'V_VM_VNF')",1
2696,"('PSP', 'QT_QTF', 'V_VM_VF')",1
2697,"('N_NNP', 'N_NN', 'CC_CCS')",1
2698,"('PSP', 'QT_QTC', 'N_NNP')",1
2699,"('N_NN', 'V_VM_VF', 'N_NST')",1
2700,"('V_VM_VF', 'N_NST', 'N_NN')",1
2701,"('N_NN', 'V_VM_VF', 'JJ')",1
2702,"('V_VM_VF', 'JJ', 'RB')",1
2703,"('PR_PRL', 'V_VM_VINF', 'N_NN')",1
2704,"('V_VM_VINF', 'N_NNP', 'RB')",1
2705,"('V_VM_VNF', 'V_VM_VF', 'N_NN')",1
2706,"('V_VM_VF', 'N_NN', 'RD_PUNC')",1
2707,"('N_NNP', 'N_NN', 'RD_UNK')",1
2708,"('N_NN', 'N_NN', 'RD_UNK')",1
2709,"('N_NNP', 'PR_PRP', 'RP_INTF')",1
2710,"('N_NNP', 'RD_SYM', 'N_NST')",1
2711,"('RD_SYM', 'N_NST', 'JJ')",1
2712,"('N_NST', 'JJ', 'RB')",1
2713,"('N_NNP', 'RP_INTF', 'RP_INTF')",1
2714,"('RP_INTF', 'RP_INTF', 'N_NN')",1
2715,"('N_NN', 'V_VM_VF', 'PR_PRP')",1
2716,"('V_VM_VF', 'PR_PRP', 'RD_PUNC')",1
2717,"('N_NN', 'CC_CCD', 'PR_PRPRD_PUNC')",1
2718,"('RD_PUNC', 'CC_CCD', 'RP_INTF')",1
2719,"('CC_CCD', 'RP_INTF', 'V_VM_VF')",1
2720,"('N_NST', 'N_NNP', 'RP_INTF')",1
2721,"('QT_QTF', 'JJ', 'RD_PUNC')",1
2722,"('V_VM_VF', 'RD_PUNC', 'PR_PRP')",1
2723,"('N_NN', 'RP_INTF', 'QT_QTC')",1
2724,"('RP_INTF', 'QT_QTC', 'N_NN')",1
2725,"('V_VM_VINF', 'PSP', 'N_NN')",1
2726,"('N_NST', 'PSP', 'RP_NEG')",1
2727,"('V_VM_VNG', 'RD_PUNC', 'QT_QTF')",1
2728,"('RD_PUNC', 'QT_QTF', 'V_VM_VNF')",1
2729,"('QT_QTF', 'V_VM_VNF', 'RP_INTF')",1
2730,"('RD_PUNC', 'CC_CCD', 'CC_CCD')",1
2731,"('CC_CCD', 'CC_CCD', 'RD_PUNC')",1
2732,"('JJ', 'RP_CL', 'V_VM_VNG')",1
2733,"('RP_CL', 'V_VM_VNG', 'N_NN')",1
2734,"('N_NST', 'V_VM_VF', 'PSP')",1
2735,"('V_VM_VF', 'PSP', 'RD_PUNC')",1
2736,"('DM_DMR', 'N_NN', 'RD_SYM')",1
2737,"('N_NST', 'N_NNP', 'DM_DMD')",1
2738,"('V_VM_VNF', 'N_NNP', 'QT_QTC')",1
2739,"('N_NST', 'RD_PUNC', 'JJ')",1
2740,"('DM_DMD', 'QT_QTC', 'RD_PUNC')",1
2741,"('RD_UNK', 'RD_PUNC', 'JJ')",1
2742,"('RP_INTF', 'N_NN', 'V_VM_VNG')",1
2743,"('JJ', 'V_VM_VNG', 'PR_PRP')",1
2744,"('N_NST', 'DM_DMD', 'N_NNP')",1
2745,"('DM_DMD', 'N_NNP', 'N_NST')",1
2746,"('PSP', 'N_NN', 'RP_INTF')",1
2747,"('QT_QTF', 'QT_QTC', 'RP_CL')",1
2748,"('CC_CCD', 'DM_DMR', 'QT_QTC')",1
2749,"('PR_PRP', 'N_NN', 'RD_UNK')",1
2750,"('N_NNP', 'V_VM_VINF', 'V_VM_VNF')",1
2751,"('V_VM_VINF', 'V_VM_VNF', 'N_NNP')",1
2752,"('N_NNP', 'JJ', 'RP_INTF')",1
2753,"('JJ', 'RP_INTF', 'N_NN')",1
2754,"('PSP', 'V_VM_VNF', 'PSP')",1
2755,"('CC_CCD', 'QT_QTO', 'QT_QTC')",1
2756,"('QT_QTO', 'QT_QTC', 'JJ')",1
2757,"('JJ', 'RB', 'N_NST')",1
2758,"('PSP', 'N_NNP', 'JJ')",1
2759,"('V_VM_VF', 'RD_PUNC', 'DM_DMD')",1
2760,"('N_NST', 'PSP', 'RD_PUNC')",1
2761,"('PSP', 'N_NN', 'DM_DMD')",1
2762,"('N_NNP', 'PR_PRP', 'PR_PRP')",1
2763,"('V_VM_VNF', 'QT_QTC', 'N_NST')",1
2764,"('V_VM_VINF', 'N_NNP', 'CC_CCD')",1
2765,"('N_NNP', 'PR_PRP', 'PSP')",1
2766,"('DM_DMR', 'RB', 'DM_DMD')",1
2767,"('PSP', 'N_NNP', 'V_VM_VNF')",1
2768,"('JJ', 'N_NNP', 'RD_PUNC')",1
2769,"('N_NNP', 'N_NNP', 'RD_UNK')",1
2770,"('N_NNP', 'RD_UNK', 'RD_UNK')",1
2771,"('N_NNP', 'N_NST', 'RB')",1
2772,"('N_NN', 'CC_CCS', 'RP_INTF')",1
2773,"('CC_CCS', 'RP_INTF', 'N_NN')",1
2774,"('V_VM_VINF', 'RD_PUNC', 'DM_DMD')",1
2775,"('RD_PUNC', 'CC_CCS_UT', 'JJ')",1
2776,"('RD_PUNC', 'PSP', 'N_NST')",1
2777,"('V_VM_VINF', 'N_NNP', 'JJ')",1
2778,"('RB', 'RP_INTF', 'N_NNP')",1
2779,"('RP_INTF', 'N_NNP', 'V_VM_VF')",1
2780,"('PR_PRP', 'PSP', 'QT_QTF')",1
2781,"('PSP', 'QT_QTF', 'N_NNP')",1
2782,"('N_NNP', 'RP_RPD', 'JJ')",1
2783,"('N_NNP', 'V_VM_VNF', 'N_NST')",1
2784,"('RP_INTF', 'PSP', 'PR_PRP')",1
2785,"('V_VM_VINF', 'PR_PRP', 'PSP')",1
2786,"('PR_PRP', 'N_NNP', 'V_VM_VINF')",1
2787,"('RD_PUNC', 'JJ', 'QT_QTO')",1
2788,"('JJ', 'QT_QTO', 'N_NN')",1
2789,"('N_NN', 'RD_PUNC', 'RD_ECH')",1
2790,"('RD_PUNC', 'RD_ECH', 'RD_PUNC')",1
2791,"('RD_ECH', 'RD_PUNC', 'CC_CCS_UT')",1
2792,"('QT_QTF', 'QT_QTC', 'V_VM_VF')",1
2793,"('RD_PUNC', 'V_VM_VNG', 'PR_PRP')",1
2794,"('RP_INTF', 'N_NN', 'N_NNP')",1
2795,"('N_NST', 'N_NNP', 'CC_CCS_UT')",1
2796,"('N_NNP', 'RP_RPD', 'V_VM_VF')",1
2797,"('QT_QTF', 'PSP', 'V_VM_VF')",1
2798,"('N_NN', 'N_NNP', 'CC_CCS_UT')",1
2799,"('N_NNP', 'CC_CCS_UT', 'RP_RPD')",1
2800,"('V_VM_VNF', 'RD_SYM', 'DM_DMD')",1
2801,"('RD_SYM', 'DM_DMD', 'RD_SYM')",1
2802,"('V_VM_VNF', 'DM_DMR', 'N_NNP')",1
2803,"('DM_DMR', 'N_NNP', 'N_NN')",1
2804,"('V_VM_VNF', 'V_VM_VINF', 'N_NNP')",1
2805,"('CC_CCS_UT', 'N_NN', 'QT_QTC')",1
2806,"('DM_DMQ', 'N_NN', 'N_NNP')",1
2807,"('N_NN', 'CC_CCS_UT', 'QT_QTC')",1
2808,"('QT_QTC', 'N_NST', 'V_VM_VF')",1
2809,"('N_NNP', 'RD_SYM', 'PR_PRP')",1
2810,"('N_NNP', 'N_NNP', 'DM_DMR')",1
2811,"('RD_SYM', 'RP_RPD', 'QT_QTC')",1
2812,"('QT_QTO', 'N_NNP', 'N_NNP')",1
2813,"('N_NST', 'N_NN', 'QT_QTO')",1
2814,"('RD_SYM', 'PSP', 'RD_SYM')",1
2815,"('N_NN', 'RP_RPD', 'QT_QTO')",1
2816,"('QT_QTC', 'QT_QTC', 'V_VM_VNF')",1
2817,"('RD_SYM', 'V_VM_VNF', 'QT_QTO')",1
2818,"('QT_QTO', 'N_NN', 'QT_QTO')",1
2819,"('V_VM_VNF', 'PSP', 'RD_SYM')",1
2820,"('RB', 'V_VM_VNF', 'RD_SYM')",1
2821,"('V_VM_VNF', 'PSP', 'JJ')",1
2822,"('V_VM_VNF', 'QT_QTO', 'QT_QTO')",1
2823,"('QT_QTO', 'QT_QTO', 'QT_QTO')",1
2824,"('QT_QTO', 'QT_QTO', 'N_NN')",1
2825,"('RB', 'N_NST', 'RB')",1
2826,"('V_VM_VINF', 'JJ', 'QT_QTC')",1
2827,"('N_NN', 'V_VM_VINF', 'RD_SYM')",1
2828,"('V_VM_VINF', 'RD_SYM', 'JJ')",1
2829,"('JJ', 'RD_SYM', 'QT_QTC')",1
2830,"('N_NN', 'DM_DMR', 'V_VM_VNF')",1
2831,"('JJ', 'RD_SYM', 'N_NN')",1
2832,"('PSP', 'N_NST', 'JJ')",1
2833,"('PR_PRP', 'DM_DMQ', 'RD_SYM')",1
2834,"('RB', 'JJ', 'PR_PRP')",1
2835,"('JJ', 'PR_PRP', 'RD_SYM')",1
2836,"('PR_PRP', 'RD_SYM', 'RD_PUNC')",1
2837,"('RD_SYM', 'RD_PUNC', 'DM_DMD')",1
2838,"('RD_PUNC', 'PSP', 'PSP')",1
2839,"('PSP', 'PSP', 'RB')",1
2840,"('RP_RPD', 'DM_DMQ', 'QT_QTC')",1
2841,"('JJ', 'PR_PRP', 'JJ')",1
2842,"('N_NNP', 'JJ', 'N_NST')",1
2843,"('V_VM_VINF', 'DM_DMD', 'QT_QTF')",1
2844,"('RD_PUNC', 'V_VM_VINF', 'DM_DMD')",1
2845,"('QT_QTF', 'N_NST', 'N_NNP')",1
2846,"('DM_DMD', 'N_NST', 'RP_RPD')",1
2847,"('PSP', 'RD_SYM', 'RD_PUNC')",1
2848,"('RD_SYM', 'RD_PUNC', 'N_NST')",1
2849,"('V_VM_VNF', 'RD_SYM', 'RB')",1
2850,"('V_VAUX', 'N_NNP', 'N_NNP')",1
2851,"('RP_RPD', 'N_NN', 'DM_DMD')",1
2852,"('V_VM_VNF', 'RP_RPD', 'QT_QTF')",1
2853,"('V_VM_VNF', 'V_VAUX', 'DM_DMQ')",1
2854,"('V_VAUX', 'DM_DMQ', 'N_NN')",1
2855,"('N_NN', 'RP_RPD', 'RP_NEG')",1
2856,"('RP_RPD', 'RP_NEG', 'RD_PUNC')",1
2857,"('RD_PUNC', 'V_VM_VNF', 'RD_SYM')",1
2858,"('V_VM_VNF', 'RB', 'QT_QTO')",1
2859,"('RP_RPD', 'RB', 'JJ')",1
2860,"('V_VAUX', 'PSP', 'PSP')",1
2861,"('RD_PUNC', 'PR_PRP', 'QT_QTO')",1
2862,"('CC_CCD', 'DM_DMD', 'QT_QTO')",1
2863,"('V_VM_VNF', 'DM_DMD', 'QT_QTO')",1
2864,"('PSP', 'DM_DMD', 'QT_QTO')",1
2865,"('CC_CCS', 'PR_PRP', 'PR_PRP')",1
2866,"('CC_CCD', 'DM_DMD', 'RD_PUNC')",1
2867,"('V_VM_VINF', 'RB', 'DM_DMD')",1
2868,"('CC_CCD', 'N_NN', 'RP_INTF')",1
2869,"('DM_DMQ', 'RB', 'RD_PUNC')",1
2870,"('RB', 'DM_DMQ', 'RB')",1
2871,"('N_NNP', 'JJ', 'V_VM_VF')",1
2872,"('QT_QTC', 'JJ', 'RB')",1
2873,"('RB', 'QT_QTC', 'N_NST')",1
2874,"('PSP', 'JJ', 'DM_DMD')",1
2875,"('N_NNP', 'RP_RPD', 'QT_QTC')",1
2876,"('QT_QTC', 'RB', 'JJ')",1
2877,"('JJ', 'QT_QTC', 'RB')",1
2878,"('QT_QTO', 'N_NN', 'RP_RPD')",1
2879,"('RB', 'RP_RPD', 'V_VM_VINF')",1
2880,"('PSP', 'RB', 'PR_PRP')",1
2881,"('PSP', 'DM_DMD', 'N_NST')",1
2882,"('QT_QTF', 'V_VM_VINF', 'N_NN')",1
2883,"('PR_PRP', 'QT_QTC', 'RP_CL')",1
2884,"('RP_CL', 'V_VM_VNF', 'V_VM_VF')",1
2885,"('CC_CCS_UT', 'V_VM_VINF', 'RB')",1
2886,"('RP_CL', 'V_VM_VNF', 'PR_PRP')",1
2887,"('CC_CCD', 'N_NST', 'RB')",1
2888,"('QT_QTF', 'V_VM_VINF', 'PR_PRP')",1
2889,"('V_VM_VNF', 'CC_CCD', 'QT_QTF')",1
2890,"('CC_CCD', 'V_VM_VNF', 'CC_CCD')",1
2891,"('V_VM_VNF', 'CC_CCD', 'V_VM_VINF')",1
2892,"('N_NST', 'QT_QTF', 'V_VM_VNF')",1
2893,"('N_NN', 'DM_DMD', 'V_VM_VINF')",1
2894,"('N_NN', 'V_VM_VF', 'CC_CCS_UT')",1
2895,"('V_VM_VF', 'CC_CCS_UT', 'V_VM_VNF')",1
2896,"('RP_RPD', 'RB', 'N_NST')",1
2897,"('V_VM_VNF', 'RP_RPD', 'PSP')",1
2898,"('RP_RPD', 'PSP', 'RB')",1
2899,"('RD_PUNC', 'CC_CCS_UT', 'CC_CCD')",1
2900,"('RD_SYM', 'N_NNP', 'V_VM_VINF')",1
2901,"('RD_SYM', 'PSP', 'RD_PUNC')",1
2902,"('JJ', 'QT_QTC', 'RD_SYM')",1
2903,"('V_VM_VINF', 'QT_QTO', 'JJ')",1
2904,"('CC_CCS_UT', 'V_VM_VNF', 'JJ')",1
2905,"('N_NST', 'PR_PRP', 'RD_PUNC')",1
2906,"('PR_PRP', 'QT_QTC', 'RD_SYM')",1
2907,"('RP_RPD', 'N_NNP', 'RB')",1
2908,"('RB', 'N_NN', 'DM_DMD')",1
2909,"('CC_CCD', 'PR_PRP', 'QT_QTO')",1
2910,"('PR_PRP', 'QT_QTO', 'RB')",1
2911,"('QT_QTO', 'RB', 'RB')",1
2912,"('N_NNP', 'PSP', 'DM_DMD')",1
2913,"('PR_PRP', 'V_VM_VINF', 'DM_DMD')",1
2914,"('V_VM_VINF', 'DM_DMD', 'QT_QTC')",1
2915,"('CC_CCD', 'DM_DMD', 'QT_QTC')",1
2916,"('N_NNP', 'RB', 'RP_RPD')",1
2917,"('N_NNP', 'DM_DMD', 'JJ')",1
2918,"('RB', 'N_NST', 'V_VM_VINF')",1
2919,"('N_NST', 'V_VM_VINF', 'N_NST')",1
2920,"('N_NST', 'RB', 'PSP')",1
2921,"('PSP', 'V_VM_VNF', 'RP_NEG')",1
2922,"('V_VM_VNF', 'RP_NEG', 'JJ')",1
2923,"('RP_NEG', 'JJ', 'V_VM_VNF')",1
2924,"('JJ', 'V_VM_VNF', 'RD_SYM')",1
2925,"('V_VM_VNF', 'RD_SYM', 'V_VM_VINF')",1
2926,"('DM_DMD', 'RP_RPD', 'RB')",1
2927,"('N_NST', 'V_VM_VINF', 'RD_PUNC')",1
2928,"('N_NN', 'DM_DMD', 'PSP')",1
2929,"('DM_DMD', 'PSP', 'V_VM_VNF')",1
2930,"('RB', 'V_VM_VINF', 'JJ')",1
2931,"('RD_SYM', 'PSP', 'RP_NEG')",1
2932,"('N_NN', 'V_VM_VINF', 'RP_NEG')",1
2933,"('V_VM_VINF', 'RP_NEG', 'N_NN')",1
2934,"('RP_RPD', 'CC_CCD', 'N_NST')",1
2935,"('RB', 'N_NN', 'CC_CCS_UT')",1
2936,"('RP_INTF', 'N_NN', 'QT_QTF')",1
2937,"('RP_RPD', 'JJ', 'PR_PRP')",1
2938,"('RP_INTF', 'N_NN', 'DM_DMD')",1
2939,"('N_NST', 'RB', 'DM_DMD')",1
2940,"('DM_DMD', 'RB', 'JJ')",1
2941,"('N_NST', 'PSP', 'V_VM_VF')",1
2942,"('CC_CCD', 'RB', 'N_NST')",1
2943,"('QT_QTC', 'PR_PRP', 'RB')",1
2944,"('QT_QTF', 'RB', 'RD_PUNC')",1
2945,"('CC_CCD', 'N_NST', 'V_VM_VINF')",1
2946,"('V_VM_VNF', 'N_NNP', 'RD_SYM')",1
2947,"('RB', 'RB', 'QT_QTC')",1
2948,"('V_VM_VNF', 'V_VAUX', 'QT_QTO')",1
2949,"('V_VAUX', 'QT_QTO', 'N_NN')",1
2950,"('DM_DMD', 'N_NST', 'V_VM_VINF')",1
2951,"('RB', 'V_VM_VNF', 'PSP')",1
2952,"('RP_RPD', 'N_NN', 'RP_NEG')",1
2953,"('V_VAUX', 'PR_PRP', 'PSP')",1
2954,"('PR_PRP', 'PSP', 'RP_INTF')",1
2955,"('N_NST', 'N_NST', 'V_VM_VINF')",1
2956,"('CC_CCD', 'RD_UNK', 'RD_UNK')",1
2957,"('RD_UNK', 'RD_UNK', 'N_NN')",1
2958,"('V_VM_VNG', 'RB', 'RD_PUNC')",1
2959,"('V_VM_VNG', 'PSP', 'DM_DMD')",1
2960,"('N_NN', 'V_VM_VNG', 'DM_DMR')",1
2961,"('V_VM_VNG', 'DM_DMR', 'N_NN')",1
2962,"('N_NST', 'V_VM_VNG', 'RD_PUNC')",1
2963,"('RD_PUNC', 'RP_RPD', 'N_NNP')",1
2964,"('RD_PUNC', 'QT_QTF', 'QT_QTC')",1
2965,"('V_VM_VNF', 'N_NNP', 'DM_DMQ')",1
2966,"('N_NNP', 'DM_DMQ', 'N_NN')",1
2967,"('RD_PUNC', 'V_VM_VNG', 'V_VM_VNF')",1
2968,"('CC_CCS_UT', 'RP_RPD', 'V_VAUX')",1
2969,"('RP_RPD', 'V_VAUX', 'RD_PUNC')",1
2970,"('CC_CCS_UT', 'RP_RPD', 'V_VM_VNF')",1
2971,"('RP_CL', 'N_NN', 'PR_PRP')",1
2972,"('RP_CL', 'N_NN', 'QT_QTC')",1
2973,"('CC_CCS', 'QT_QTC', 'RD_PUNC')",1
2974,"('CC_CCS', 'N_NN', 'RP_INTF')",1
2975,"('QT_QTC', 'N_NNP', 'JJ')",1
2976,"('RP_RPD', 'DM_DMR', 'N_NST')",1
2977,"('RD_SYM', 'PR_PRP', 'RB')",1
2978,"('RB', 'RP_RPD', 'N_NNP')",1
2979,"('RP_RPD', 'N_NNP', 'PSP')",1
2980,"('QT_QTC', 'PSP', 'PSP')",1
2981,"('V_VM_VNF', 'CC_CCD', 'CC_CCD')",1
2982,"('N_NN', 'CC_CCS', 'DM_DMR')",1
2983,"('CC_CCD', 'CC_CCD', 'DM_DMQ')",1
2984,"('PSP', 'CC_CCD', 'PR_PRP')",1
2985,"('PR_PRP', 'RD_PUNC', 'CC_CCD')",1
2986,"('PSP', 'N_NN', 'CC_CCS')",1
2987,"('N_NN', 'CC_CCD', 'N_NST')",1
2988,"('PR_PRL', 'N_NN', 'V_VM_VNG')",1
2989,"('PSP', 'RD_PUNC', 'PR_PRL')",1
2990,"('RB', 'N_NN', 'CC_CCS')",1
2991,"('CC_CCS', 'RD_PUNC', 'QT_QTC')",1
2992,"('RD_PUNC', 'QT_QTC', 'RB')",1
2993,"('DM_DMQ', 'N_NN', 'RP_RPD')",1
2994,"('V_VM_VNG', 'JJ', 'PR_PRP')",1
2995,"('PSP', 'RB', 'QT_QTF')",1
2996,"('DM_DMQ', 'PR_PRP', 'JJ')",1
2997,"('PSP', 'RP_RPD', 'QT_QTF')",1
2998,"('PSP', 'V_VM_VNG', 'N_NN')",1
2999,"('V_VM_VNG', 'PSP', 'RP_NEG')",1
3000,"('PSP', 'RP_NEG', 'V_VM_VNF')",1
3001,"('CC_CCS', 'N_NN', 'CC_CCD')",1
3002,"('N_NN', 'RP_NEG', 'RP_NEG')",1
3003,"('RP_NEG', 'RP_NEG', 'N_NN')",1
3004,"('CC_CCD', 'RB', 'RP_NEG')",1
3005,"('RP_NEG', 'PR_PRP', 'JJ')",1
3006,"('N_NN', 'RP_NEG', 'RP_RPD')",1
3007,"('RP_NEG', 'RP_RPD', 'N_NN')",1
3008,"('RB', 'RD_PUNC', 'QT_QTF')",1
3009,"('CC_CCS', 'DM_DMD', 'N_NN')",1
3010,"('RD_PUNC', 'DM_DMD', 'N_NNP')",1
3011,"('PR_PRP', 'V_VM_VNF', 'PSP')",1
3012,"('V_VM_VNG', 'PSP', 'QT_QTC')",1
3013,"('CC_CCD', 'PR_PRP', 'QT_QTF')",1
3014,"('V_VM_VNG', 'QT_QTF', 'V_VM_VNF')",1
3015,"('RB', 'N_NN', 'QT_QTF')",1
3016,"('CC_CCD', 'RP_RPD', 'PR_PRP')",1
3017,"('CC_CCD', 'PR_PRP', 'DM_DMR')",1
3018,"('V_VM_VNF', 'RP_NEG', 'DM_DMQ')",1
3019,"('RP_NEG', 'DM_DMQ', 'N_NN')",1
3020,"('N_NNP', 'V_VM_VNF', 'RP_RPD')",1
3021,"('N_NST', 'N_NN', 'CC_CCS')",1
3022,"('CC_CCS', 'DM_DMQ', 'V_VM_VNF')",1
3023,"('RD_PUNC', 'CC_CCD', 'DM_DMQ')",1
3024,"('CC_CCD', 'DM_DMQ', 'RB')",1
3025,"('RD_PUNC', 'RP_RPD', 'DM_DMQ')",1
3026,"('RP_RPD', 'DM_DMQ', 'PR_PRP')",1
3027,"('DM_DMQ', 'PR_PRP', 'PSP')",1
3028,"('QT_QTF', 'RP_CL', 'RB')",1
3029,"('RP_CL', 'RB', 'V_VM_VNF')",1
3030,"('QT_QTF', 'RP_CL', 'DM_DMD')",1
3031,"('RP_CL', 'DM_DMD', 'N_NN')",1
3032,"('RP_RPD', 'V_VM_VNF', 'CC_CCS')",1
3033,"('V_VM_VNF', 'CC_CCS', 'RD_PUNC')",1
3034,"('V_VM_VNF', 'V_VM_VNG', 'QT_QTC')",1
3035,"('PR_PRP', 'PR_PRP', 'DM_DMQ')",1
3036,"('N_NNP', 'RP_RPD', 'RB')",1
3037,"('RP_RPD', 'RB', 'RB')",1
3038,"('RP_RPD', 'DM_DMQ', 'RD_PUNC')",1
3039,"('RP_RPD', 'N_NNP', 'PR_PRP')",1
3040,"('CC_CCD', 'N_NNP', 'V_VM_VINF')",1
3041,"('RP_INJ', 'DM_DMQ', 'V_VM_VF')",1
3042,"('JJ', 'PR_PRP', 'QT_QTF')",1
3043,"('PR_PRP', 'PSP', 'PSP')",1
3044,"('PSP', 'PSP', 'PR_PRP')",1
3045,"('N_NST', 'QT_QTC', 'PR_PRP')",1
3046,"('PR_PRL', 'V_VM_VNF', 'V_VM_VNF')",1
3047,"('QT_QTC', 'JJ', 'PR_PRP')",1
3048,"('N_NNP', 'N_NN', 'RP_NEG')",1
3049,"('N_NN', 'CC_CCS', 'V_VM_VINF')",1
3050,"('CC_CCS', 'V_VM_VINF', 'JJ')",1
3051,"('V_VM_VINF', 'JJ', 'PR_PRP')",1
3052,"('JJ', 'PR_PRP', 'V_VM_VF')",1
3053,"('CC_CCD', 'PR_PRP', 'DM_DMQ')",1
3054,"('QT_QTC', 'QT_QTC', 'DM_DMD')",1
3055,"('QT_QTC', 'DM_DMD', 'QT_QTC')",1
3056,"('QT_QTF', 'PR_PRP', 'RB')",1
3057,"('CC_CCS_UT', 'V_VM_VNF', 'QT_QTF')",1
3058,"('QT_QTF', 'N_NN', 'DM_DMQ')",1
3059,"('PR_PRP', 'DM_DMQ', 'V_VM_VINF')",1
3060,"('DM_DMQ', 'V_VM_VINF', 'N_NN')",1
3061,"('V_VAUX', 'CC_CCS_UT', 'PR_PRP')",1
3062,"('RP_RPD', 'QT_QTF', 'RP_CL')",1
3063,"('QT_QTF', 'DM_DMD', 'RB')",1
3064,"('N_NST', 'PR_PRP', 'QT_QTF')",1
3065,"('V_VM_VNG', 'QT_QTF', 'JJ')",1
3066,"('N_NST', 'DM_DMQ', 'JJ')",1
3067,"('N_NST', 'N_NST', 'RP_INTF')",1
3068,"('V_VM_VNF', 'CC_CCS', 'QT_QTC')",1
3069,"('V_VM_VNF', 'RP_RPD', 'DM_DMQ')",1
3070,"('RP_RPD', 'DM_DMQ', 'V_VM_VNF')",1
3071,"('N_NNP', 'RB', 'DM_DMD')",1
3072,"('PR_PRP', 'DM_DMQ', 'JJ')",1
3073,"('JJ', 'RP_CL', 'RD_PUNC')",1
3074,"('DM_DMD', 'RB', 'RD_PUNC')",1
3075,"('JJ', 'PR_PRP', 'RP_RPD')",1
3076,"('RP_RPD', 'DM_DMQ', 'RB')",1
3077,"('CC_CCS_UT', 'V_VM_VNG', 'JJ')",1
3078,"('RD_PUNC', 'QT_QTO', 'RB')",1
3079,"('QT_QTO', 'RB', 'PR_PRP')",1
3080,"('RB', 'PR_PRP', 'DM_DMD')",1
3081,"('PR_PRP', 'DM_DMQ', 'V_VM_VNG')",1
3082,"('V_VM_VNG', 'RD_PUNC', 'QT_QTC')",1
3083,"('JJ', 'DM_DMD', 'JJ')",1
3084,"('CC_CCS_UT', 'V_VM_VNF', 'RP_RPD')",1
3085,"('V_VM_VNG', 'RD_PUNC', 'DM_DMD')",1
3086,"('RP_CL', 'PR_PRP', 'V_VM_VF')",1
3087,"('DM_DMD', 'RB', 'V_VM_VNG')",1
3088,"('CC_CCS_UT', 'N_NN', 'CC_CCD')",1
3089,"('V_VM_VNG', 'RP_RPD', 'V_VM_VF')",1
3090,"('RP_RPD', 'JJ', 'RD_PUNC')",1
3091,"('RB', 'V_VM_VNF', 'CC_CCS')",1
3092,"('V_VM_VNF', 'CC_CCS', 'V_VM_VF')",1
3093,"('RP_INTF', 'N_NN', 'CC_CCS_UT')",1
3094,"('PSP', 'JJ', 'JJ')",1
3095,"('RP_RPD', 'V_VM_VNG', 'DM_DMQ')",1
3096,"('RD_PUNC', 'V_VM_VNF', 'CC_CCS_UT')",1
3097,"('PR_PRP', 'V_VM_VNG', 'RP_INTF')",1
3098,"('CC_CCD', 'RP_RPD', 'RD_PUNC')",1
3099,"('JJ', 'V_VM_VNF', 'RP_RPD')",1
3100,"('RP_RPD', 'CC_CCD', 'RP_INTF')",1
3101,"('CC_CCD', 'RP_INTF', 'V_VM_VINF')",1
3102,"('RP_INTF', 'V_VM_VINF', 'CC_CCD')",1
3103,"('V_VM_VINF', 'CC_CCD', 'JJ')",1
3104,"('CC_CCS_UT', 'V_VM_VNG', 'N_NNP')",1
3105,"('N_NN', 'JJ', 'CC_CCS_UT')",1
3106,"('JJ', 'CC_CCS_UT', 'N_NN')",1
3107,"('PR_PRP', 'RP_RPD', 'JJ')",1
3108,"('RP_RPD', 'JJ', 'V_VM_VF')",1
3109,"('RB', 'DM_DMQ', 'DM_DMQ')",1
3110,"('CC_CCS_UT', 'DM_DMQ', 'V_VM_VNF')",1
3111,"('PR_PRP', 'DM_DMD', 'RP_RPD')",1
3112,"('DM_DMD', 'RP_RPD', 'JJ')",1
3113,"('V_VAUX', 'V_VM_VNF', 'QT_QTF')",1
3114,"('CC_CCS', 'DM_DMQ', 'RD_PUNC')",1
3115,"('V_VM_VNG', 'RD_PUNC', 'V_VM_VINF')",1
